id,Date,Rm Sold,Revenue,ADR,RevPar,Occupancy_Pct,Year,Month,DayOfWeek,DayOfYear,Quarter,created_at
244,2025-09-01 00:00:00,83.0,27493.906000000003,331.2518795180723,81.10296755162243,24.48377581120944,2025,9,0,244,3,2025-08-17 08:40:34
245,2025-09-02 00:00:00,79.0,27148.616,343.65336708860764,80.08441297935104,23.303834808259587,2025,9,1,245,3,2025-08-17 08:40:34
246,2025-09-03 00:00:00,79.0,26733.960000000006,338.4045569620254,78.86123893805312,23.303834808259587,2025,9,2,246,3,2025-08-17 08:40:34
247,2025-09-04 00:00:00,83.0,28381.133,341.9413614457832,83.72015634218289,24.48377581120944,2025,9,3,247,3,2025-08-17 08:40:34
248,2025-09-05 00:00:00,92.0,32201.532000000003,350.0166521739131,94.98976991150444,27.13864306784661,2025,9,4,248,3,2025-08-17 08:40:34
249,2025-09-06 00:00:00,106.0,37918.012,357.7170943396227,111.85254277286137,31.268436578171094,2025,9,5,249,3,2025-08-17 08:40:34
250,2025-09-07 00:00:00,142.0,52032.882000000005,366.4287464788733,153.48932743362835,41.88790560471977,2025,9,6,250,3,2025-08-17 08:40:34
251,2025-09-08 00:00:00,126.0,43655.634,346.4732857142857,128.7776814159292,37.16814159292036,2025,9,0,251,3,2025-08-17 08:40:34
252,2025-09-09 00:00:00,128.0,44171.435,345.0893359375,130.29921828908553,37.75811209439528,2025,9,1,252,3,2025-08-17 08:40:34
253,2025-09-10 00:00:00,120.0,42245.313,352.044275,124.61744247787611,35.39823008849557,2025,9,2,253,3,2025-08-17 08:40:34
254,2025-09-11 00:00:00,102.0,35450.921,347.55804901960784,104.57498820058997,30.08849557522124,2025,9,3,254,3,2025-08-17 08:40:34
255,2025-09-12 00:00:00,68.0,21819.853000000003,320.88019117647065,64.36534808259587,20.058997050147493,2025,9,4,255,3,2025-08-17 08:40:34
256,2025-09-13 00:00:00,59.0,18852.328,319.53098305084745,55.61158702064897,17.404129793510325,2025,9,5,256,3,2025-08-17 08:40:34
257,2025-09-14 00:00:00,60.0,18764.658000000003,312.74430000000007,55.35297345132744,17.699115044247787,2025,9,6,257,3,2025-08-17 08:40:34
258,2025-09-15 00:00:00,62.0,18988.31,306.2630645161291,56.01271386430679,18.289085545722713,2025,9,0,258,3,2025-08-17 08:40:34
259,2025-09-16 00:00:00,63.0,18991.345999999998,301.44993650793646,56.02166961651917,18.58407079646018,2025,9,1,259,3,2025-08-17 08:40:34
260,2025-09-17 00:00:00,65.0,19874.481,305.7612461538462,58.626787610619466,19.174041297935105,2025,9,2,260,3,2025-08-17 08:40:34
261,2025-09-18 00:00:00,66.0,19829.612,300.44866666666667,58.49443067846608,19.469026548672566,2025,9,3,261,3,2025-08-17 08:40:34
262,2025-09-19 00:00:00,72.0,21324.237,296.16995833333334,62.903353982300885,21.238938053097346,2025,9,4,262,3,2025-08-17 08:40:34
263,2025-09-20 00:00:00,67.0,19569.363000000005,292.08004477611945,57.72673451327435,19.76401179941003,2025,9,5,263,3,2025-08-17 08:40:34
264,2025-09-21 00:00:00,63.0,18375.071000000004,291.6677936507937,54.20374926253688,18.58407079646018,2025,9,6,264,3,2025-08-17 08:40:34
265,2025-09-22 00:00:00,80.0,22196.911,277.4613875,65.47761356932153,23.59882005899705,2025,9,0,265,3,2025-08-17 08:40:34
266,2025-09-23 00:00:00,64.0,19167.599000000002,299.49373437500003,56.541589970501484,18.87905604719764,2025,9,1,266,3,2025-08-17 08:40:34
267,2025-09-24 00:00:00,64.0,18548.244,289.8163125,54.714584070796455,18.87905604719764,2025,9,2,267,3,2025-08-17 08:40:34
268,2025-09-25 00:00:00,62.0,18256.183,294.45456451612904,53.85304719764012,18.289085545722713,2025,9,3,268,3,2025-08-17 08:40:34
269,2025-09-26 00:00:00,59.0,17868.499,302.8559152542373,52.70943657817109,17.404129793510325,2025,9,4,269,3,2025-08-17 08:40:34
270,2025-09-27 00:00:00,72.0,20668.659,287.06470833333333,60.96949557522124,21.238938053097346,2025,9,5,270,3,2025-08-17 08:40:34
271,2025-09-28 00:00:00,69.0,19732.075,285.9721014492754,58.20671091445428,20.353982300884958,2025,9,6,271,3,2025-08-17 08:40:34
272,2025-09-29 00:00:00,70.0,20643.502,294.9071714285714,60.89528613569322,20.64896755162242,2025,9,0,272,3,2025-08-17 08:40:34
273,2025-09-30 00:00:00,64.0,19474.708000000006,304.2923125000001,57.44751622418881,18.87905604719764,2025,9,1,273,3,2025-08-17 08:40:34
274,2025-10-01 00:00:00,42.0,17142.565000000002,408.15630952380957,50.5680383480826,12.389380530973451,2025,10,2,274,4,2025-08-17 08:40:34
275,2025-10-02 00:00:00,44.0,18139.517,412.26175,53.50889970501475,12.979351032448378,2025,10,3,275,4,2025-08-17 08:40:34
276,2025-10-03 00:00:00,43.0,17432.381999999998,405.4042325581395,51.42295575221238,12.684365781710916,2025,10,4,276,4,2025-08-17 08:40:34
277,2025-10-04 00:00:00,41.0,16250.366,396.35039024390244,47.936182890855456,12.094395280235988,2025,10,5,277,4,2025-08-17 08:40:34
278,2025-10-05 00:00:00,44.0,16927.306,384.7115,49.93305604719764,12.979351032448378,2025,10,6,278,4,2025-08-17 08:40:34
279,2025-10-06 00:00:00,63.0,23819.675000000003,378.0900793650794,70.26452802359883,18.58407079646018,2025,10,0,279,4,2025-08-17 08:40:34
280,2025-10-07 00:00:00,60.0,23170.103000000003,386.1683833333334,68.34838643067847,17.699115044247787,2025,10,1,280,4,2025-08-17 08:40:34
281,2025-10-08 00:00:00,44.0,18939.921000000002,430.45275000000004,55.86997345132744,12.979351032448378,2025,10,2,281,4,2025-08-17 08:40:34
282,2025-10-09 00:00:00,45.0,19649.157,436.6479333333333,57.96211504424779,13.274336283185843,2025,10,3,282,4,2025-08-17 08:40:34
283,2025-10-10 00:00:00,49.0,21265.409,433.9879387755102,62.72982005899705,14.454277286135694,2025,10,4,283,4,2025-08-17 08:40:34
284,2025-10-11 00:00:00,45.0,19330.025,429.55611111111114,57.02072271386431,13.274336283185843,2025,10,5,284,4,2025-08-17 08:40:34
285,2025-10-12 00:00:00,38.0,16802.698,442.17626315789477,49.5654808259587,11.209439528023598,2025,10,6,285,4,2025-08-17 08:40:34
286,2025-10-13 00:00:00,40.0,17532.46,438.31149999999997,51.71817109144543,11.799410029498524,2025,10,0,286,4,2025-08-17 08:40:34
287,2025-10-14 00:00:00,40.0,16772.899,419.32247500000005,49.47757817109145,11.799410029498524,2025,10,1,287,4,2025-08-17 08:40:34
288,2025-10-15 00:00:00,42.0,18067.467,430.17778571428573,53.29636283185841,12.389380530973451,2025,10,2,288,4,2025-08-17 08:40:34
289,2025-10-16 00:00:00,56.0,25368.849000000002,453.01516071428574,74.83436283185841,16.519174041297934,2025,10,3,289,4,2025-08-17 08:40:34
290,2025-10-17 00:00:00,58.0,28333.745000000003,488.51284482758626,83.58036873156342,17.10914454277286,2025,10,4,290,4,2025-08-17 08:40:34
291,2025-10-18 00:00:00,64.0,28742.604,449.1031875,84.78644247787611,18.87905604719764,2025,10,5,291,4,2025-08-17 08:40:34
292,2025-10-19 00:00:00,65.0,29921.441,460.3298615384615,88.26383775811209,19.174041297935105,2025,10,6,292,4,2025-08-17 08:40:34
293,2025-10-20 00:00:00,57.0,25792.437000000005,452.4988947368422,76.08388495575223,16.8141592920354,2025,10,0,293,4,2025-08-17 08:40:34
294,2025-10-21 00:00:00,115.0,54019.33900000001,469.7333826086957,159.34908259587021,33.92330383480826,2025,10,1,294,4,2025-08-17 08:40:34
295,2025-10-22 00:00:00,116.0,54877.350000000006,473.0806034482759,161.88008849557525,34.21828908554572,2025,10,2,295,4,2025-08-17 08:40:34
296,2025-10-23 00:00:00,111.0,51524.770000000004,464.18711711711717,151.99047197640118,32.743362831858406,2025,10,3,296,4,2025-08-17 08:40:34
297,2025-10-24 00:00:00,63.0,29987.628,475.99409523809527,88.4590796460177,18.58407079646018,2025,10,4,297,4,2025-08-17 08:40:34
298,2025-10-25 00:00:00,64.0,30330.3,473.9109375,89.46991150442477,18.87905604719764,2025,10,5,298,4,2025-08-17 08:40:34
299,2025-10-26 00:00:00,73.0,34775.499,476.376698630137,102.58259292035399,21.533923303834808,2025,10,6,299,4,2025-08-17 08:40:34
300,2025-10-27 00:00:00,81.0,39479.96800000001,487.4070123456791,116.46008259587023,23.893805309734514,2025,10,0,300,4,2025-08-17 08:40:34
301,2025-10-28 00:00:00,78.0,38060.48400000001,487.9549230769232,112.27281415929207,23.008849557522122,2025,10,1,301,4,2025-08-17 08:40:34
302,2025-10-29 00:00:00,70.0,33316.228,475.9461142857143,98.27795870206491,20.64896755162242,2025,10,2,302,4,2025-08-17 08:40:34
303,2025-10-30 00:00:00,91.0,39018.98000000001,428.78000000000014,115.10023598820062,26.843657817109147,2025,10,3,303,4,2025-08-17 08:40:34
304,2025-10-31 00:00:00,87.0,37053.77500000001,425.90545977011504,109.30317109144545,25.663716814159294,2025,10,4,304,4,2025-08-17 08:40:34
305,2025-11-01 00:00:00,88.0,38856.96100000001,441.5563750000001,114.62230383480829,25.958702064896755,2025,11,5,305,4,2025-08-17 08:40:34
306,2025-11-02 00:00:00,84.0,36040.796,429.05709523809526,106.3150324483776,24.778761061946902,2025,11,6,306,4,2025-08-17 08:40:34
307,2025-11-03 00:00:00,61.0,29681.124000000003,486.57580327868857,87.55493805309736,17.99410029498525,2025,11,0,307,4,2025-08-17 08:40:34
308,2025-11-04 00:00:00,57.0,26815.679000000004,470.4505087719299,79.10229793510325,16.8141592920354,2025,11,1,308,4,2025-08-17 08:40:34
309,2025-11-05 00:00:00,60.0,26844.201999999997,447.4033666666666,79.18643657817108,17.699115044247787,2025,11,2,309,4,2025-08-17 08:40:34
310,2025-11-06 00:00:00,57.0,24993.155,438.4764035087719,73.7261209439528,16.8141592920354,2025,11,3,310,4,2025-08-17 08:40:34
311,2025-11-07 00:00:00,44.0,17774.108,403.957,52.4309970501475,12.979351032448378,2025,11,4,311,4,2025-08-17 08:40:34
312,2025-11-08 00:00:00,52.0,22935.176,441.06107692307694,67.65538643067846,15.339233038348082,2025,11,5,312,4,2025-08-17 08:40:34
313,2025-11-09 00:00:00,49.0,22568.304000000004,460.5776326530613,66.57316814159293,14.454277286135694,2025,11,6,313,4,2025-08-17 08:40:34
314,2025-11-10 00:00:00,47.0,21989.429,467.8601914893617,64.86557227138643,13.864306784660767,2025,11,0,314,4,2025-08-17 08:40:34
315,2025-11-11 00:00:00,43.0,20479.943,476.2777441860465,60.412811209439525,12.684365781710916,2025,11,1,315,4,2025-08-17 08:40:34
316,2025-11-12 00:00:00,40.0,18136.800000000003,453.4200000000001,53.50088495575222,11.799410029498524,2025,11,2,316,4,2025-08-17 08:40:34
317,2025-11-13 00:00:00,40.0,17800.574,445.01435000000004,52.50906784660767,11.799410029498524,2025,11,3,317,4,2025-08-17 08:40:34
318,2025-11-14 00:00:00,58.0,27194.222,468.8658965517242,80.21894395280236,17.10914454277286,2025,11,4,318,4,2025-08-17 08:40:34
319,2025-11-15 00:00:00,50.0,22395.516000000003,447.91032000000007,66.06346902654869,14.749262536873156,2025,11,5,319,4,2025-08-17 08:40:34
320,2025-11-16 00:00:00,99.0,45200.078,456.56644444444447,133.3335634218289,29.20353982300885,2025,11,6,320,4,2025-08-17 08:40:34
321,2025-11-17 00:00:00,101.0,47432.627,469.62997029702973,139.91925368731563,29.793510324483773,2025,11,0,321,4,2025-08-17 08:40:34
322,2025-11-18 00:00:00,101.0,47822.687,473.4919504950495,141.06987315634217,29.793510324483773,2025,11,1,322,4,2025-08-17 08:40:34
323,2025-11-19 00:00:00,104.0,49683.248999999996,477.72354807692307,146.55825663716814,30.678466076696164,2025,11,2,323,4,2025-08-17 08:40:34
324,2025-11-20 00:00:00,104.0,49349.311,474.5126057692308,145.57318879056047,30.678466076696164,2025,11,3,324,4,2025-08-17 08:40:34
325,2025-11-21 00:00:00,90.0,40120.509,445.78343333333333,118.34958407079645,26.548672566371685,2025,11,4,325,4,2025-08-17 08:40:34
326,2025-11-22 00:00:00,34.0,13635.776000000002,401.0522352941177,40.223528023598824,10.029498525073747,2025,11,5,326,4,2025-08-17 08:40:34
327,2025-11-23 00:00:00,31.0,12360.546,398.72729032258064,36.46178761061947,9.144542772861357,2025,11,6,327,4,2025-08-17 08:40:34
328,2025-11-24 00:00:00,30.0,12477.465,415.9155,36.806681415929205,8.849557522123893,2025,11,0,328,4,2025-08-17 08:40:34
329,2025-11-25 00:00:00,30.0,13187.328000000001,439.5776,38.90067256637168,8.849557522123893,2025,11,1,329,4,2025-08-17 08:40:34
330,2025-11-26 00:00:00,30.0,12413.918,413.79726666666664,36.61922713864307,8.849557522123893,2025,11,2,330,4,2025-08-17 08:40:34
331,2025-11-27 00:00:00,31.0,13099.999,422.5806129032258,38.64306489675516,9.144542772861357,2025,11,3,331,4,2025-08-17 08:40:34
332,2025-11-28 00:00:00,36.0,14239.621000000001,395.5450277777778,42.00478171091446,10.619469026548673,2025,11,4,332,4,2025-08-17 08:40:34
333,2025-11-29 00:00:00,37.0,14588.849,394.2932162162162,43.03495280235988,10.914454277286136,2025,11,5,333,4,2025-08-17 08:40:34
334,2025-11-30 00:00:00,37.0,14651.901000000002,395.9973243243244,43.22094690265487,10.914454277286136,2025,11,6,334,4,2025-08-17 08:40:34
335,2025-12-01 00:00:00,28.0,11887.37,424.5489285714286,35.06598820058997,8.259587020648967,2025,12,0,335,4,2025-08-17 08:40:34
336,2025-12-02 00:00:00,28.0,12086.624,431.6651428571428,35.653758112094394,8.259587020648967,2025,12,1,336,4,2025-08-17 08:40:34
337,2025-12-03 00:00:00,30.0,13841.685000000001,461.38950000000006,40.830929203539824,8.849557522123893,2025,12,2,337,4,2025-08-17 08:40:34
338,2025-12-04 00:00:00,38.0,16536.773,435.17823684210526,48.781041297935104,11.209439528023598,2025,12,3,338,4,2025-08-17 08:40:34
339,2025-12-05 00:00:00,41.0,17747.4,432.86341463414635,52.35221238938053,12.094395280235988,2025,12,4,339,4,2025-08-17 08:40:34
340,2025-12-06 00:00:00,40.0,16809.628000000004,420.2407000000001,49.58592330383482,11.799410029498524,2025,12,5,340,4,2025-08-17 08:40:34
341,2025-12-07 00:00:00,37.0,14593.876,394.4290810810811,43.04978171091445,10.914454277286136,2025,12,6,341,4,2025-08-17 08:40:34
342,2025-12-08 00:00:00,31.0,11749.133000000002,379.0042903225807,34.65820943952803,9.144542772861357,2025,12,0,342,4,2025-08-17 08:40:34
343,2025-12-09 00:00:00,27.0,10762.840000000002,398.62370370370377,31.74879056047198,7.964601769911504,2025,12,1,343,4,2025-08-17 08:40:34
344,2025-12-10 00:00:00,30.0,12060.631000000001,402.0210333333334,35.57708259587021,8.849557522123893,2025,12,2,344,4,2025-08-17 08:40:34
345,2025-12-11 00:00:00,29.0,12411.454000000002,427.98117241379316,36.6119587020649,8.55457227138643,2025,12,3,345,4,2025-08-17 08:40:34
346,2025-12-12 00:00:00,31.0,13436.522,433.4361935483871,39.6357581120944,9.144542772861357,2025,12,4,346,4,2025-08-17 08:40:34
347,2025-12-13 00:00:00,31.0,13141.502,423.91941935483874,38.76549262536873,9.144542772861357,2025,12,5,347,4,2025-08-17 08:40:34
348,2025-12-14 00:00:00,27.0,10708.720000000001,396.6192592592593,31.589144542772864,7.964601769911504,2025,12,6,348,4,2025-08-17 08:40:34
349,2025-12-15 00:00:00,25.0,10019.306,400.77224,29.555474926253687,7.374631268436578,2025,12,0,349,4,2025-08-17 08:40:34
350,2025-12-16 00:00:00,25.0,11496.034,459.84136,33.911604719764014,7.374631268436578,2025,12,1,350,4,2025-08-17 08:40:34
351,2025-12-17 00:00:00,25.0,11428.010000000002,457.1204000000001,33.71094395280237,7.374631268436578,2025,12,2,351,4,2025-08-17 08:40:34
352,2025-12-18 00:00:00,29.0,13549.778000000002,467.2337241379311,39.96984660766962,8.55457227138643,2025,12,3,352,4,2025-08-17 08:40:34
353,2025-12-19 00:00:00,45.0,21082.600000000002,468.50222222222226,62.190560471976404,13.274336283185843,2025,12,4,353,4,2025-08-17 08:40:34
354,2025-12-20 00:00:00,40.0,18495.609000000004,462.3902250000001,54.55931858407081,11.799410029498524,2025,12,5,354,4,2025-08-17 08:40:34
355,2025-12-21 00:00:00,41.0,20120.870000000003,490.75292682926835,59.353598820059005,12.094395280235988,2025,12,6,355,4,2025-08-17 08:40:34
356,2025-12-22 00:00:00,44.0,22379.511000000002,508.62525000000005,66.01625663716815,12.979351032448378,2025,12,0,356,4,2025-08-17 08:40:34
357,2025-12-23 00:00:00,51.0,26748.942000000003,524.4890588235295,78.90543362831859,15.04424778761062,2025,12,1,357,4,2025-08-17 08:40:34
358,2025-12-24 00:00:00,60.0,33977.218,566.2869666666667,100.22778171091446,17.699115044247787,2025,12,2,358,4,2025-08-17 08:40:34
359,2025-12-25 00:00:00,59.0,33934.417,575.1596101694915,100.10152507374632,17.404129793510325,2025,12,3,359,4,2025-08-17 08:40:34
360,2025-12-26 00:00:00,61.0,40886.60400000001,670.2721967213116,120.60945132743365,17.99410029498525,2025,12,4,360,4,2025-08-17 08:40:34
361,2025-12-27 00:00:00,68.0,46931.91800000001,690.1752647058826,138.44223598820062,20.058997050147493,2025,12,5,361,4,2025-08-17 08:40:34
362,2025-12-28 00:00:00,67.0,48868.171,729.3756865671642,144.15389675516224,19.76401179941003,2025,12,6,362,4,2025-08-17 08:40:34
363,2025-12-29 00:00:00,69.0,77134.178,1117.8866376811595,227.53444837758113,20.353982300884958,2025,12,0,363,4,2025-08-17 08:40:34
364,2025-12-30 00:00:00,63.0,69519.065,1103.4772222222223,205.07098820058997,18.58407079646018,2025,12,1,364,4,2025-08-17 08:40:34
365,2025-12-31 00:00:00,60.0,78672.81399999998,1311.2135666666663,232.07319764011794,17.699115044247787,2025,12,2,365,4,2025-08-17 08:40:34
